!CSV A.01.01
!Keysight Technologies,P9382B,MY61100054,A.15.75.22
!Date: Monday, November 28, 2022 14:46:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
115851250,-42.180912,112.8364,-61.297752,-47.878948,-75.654442,148.28159,-64.937729,142.36584,-63.111244,-60.212631,-36.104996,35.873459,-59.198761,44.170845,-67.387436,-72.342239,-67.562897,62.188614,-58.623066,52.369495,-32.99918,61.571655,-60.525833,-50.15543,-63.247612,102.7536,-68.214096,-11.206828,-60.98362,-71.378304,-38.612621,97.937111
116162500,-40.975098,117.47341,-60.972038,-64.495621,-76.458511,123.55516,-61.708431,92.024681,-69.121231,-39.613873,-39.100281,36.629826,-58.722225,23.289192,-68.574791,49.828739,-71.500359,150.81732,-55.957478,28.05382,-32.595695,60.901417,-59.944778,-38.183903,-70.933105,89.562798,-65.489525,21.800301,-58.316326,-60.368649,-39.531418,106.15163
116473750,-39.212067,118.79326,-73.060066,-69.024734,-74.077118,107.31773,-68.380249,68.520813,-61.672138,-109.45747,-42.561424,66.055305,-58.735069,20.218159,-68.530693,21.692301,-77.900452,-169.06685,-57.707191,16.752127,-32.010891,54.706936,-60.043861,-50.216721,-63.002098,65.38485,-81.185143,170.02339,-60.962814,-55.027668,-37.266731,111.42333
116785000,-38.529869,115.82024,-64.544952,-64.196342,-68.29493,-3.8625212,-61.258434,94.307083,-63.004295,-55.14473,-39.239166,97.160042,-57.810978,-5.8038568,-70.924553,-34.42646,-74.496559,118.10496,-59.599518,4.5098357,-32.211224,47.228569,-62.025616,-95.625336,-63.354473,82.942169,-64.920105,19.723179,-58.671486,-97.596275,-35.723873,100.13691
117096250,-38.146965,111.49732,-70.662834,-99.151314,-73.9524,112.45189,-69.810928,96.157013,-62.508076,-83.236168,-35.941593,92.917549,-57.665817,-18.020845,-80.004349,-13.452047,-76.739517,-2.5479889,-58.963505,-5.5096602,-33.189404,38.500301,-69.904343,-90.092438,-60.069988,58.398697,-66.149284,46.533352,-63.358681,-133.80392,-37.055431,85.336655
117407500,-37.493385,110.26117,-65.923279,-87.671455,-70.774696,-23.336477,-61.803612,36.147038,-64.373146,-103.98425,-35.398232,78.496201,-61.34174,-33.872658,-74.832306,16.176758,-66.30751,166.49504,-58.801666,-30.909243,-35.0117,36.285416,-79.586937,-79.160927,-69.854561,45.875359,-66.513336,119.41528,-72.23037,83.61956,-40.163311,94.829262
117718750,-37.144894,103.60928,-57.690613,-95.576828,-65.851219,167.09566,-65.974945,-53.299667,-61.894711,-112.02092,-36.379681,77.186165,-68.981972,-72.449966,-76.979843,118.69476,-71.59832,91.428909,-69.017159,-55.723675,-36.440823,41.684532,-64.907928,-21.030563,-67.111801,48.580395,-68.74733,111.79642,-63.931244,-8.1165352,-38.609711,122.14361
118030000,-38.144844,98.644051,-60.513855,-92.471764,-67.636681,110.66565,-66.021568,12.148008,-57.630707,-113.00847,-35.179661,84.06002,-66.735336,-159.10515,-72.031921,-150.97493,-64.578743,108.29783,-68.828789,-85.131783,-37.053398,49.633396,-59.857422,-43.787308,-66.709015,137.80051,-73.868904,175.51445,-57.956123,-11.808521,-35.609768,120.88807
118341250,-39.326565,108.34208,-60.145786,-108.66608,-73.666946,145.93306,-78.021782,73.414413,-59.549416,-100.66734,-33.107273,76.77314,-60.410061,141.29837,-71.367599,-132.61169,-70.767693,147.99164,-68.51403,133.80231,-37.163376,56.248745,-58.806904,-23.789003,-67.563789,81.506889,-76.312332,68.867531,-63.611607,-56.903549,-34.141254,110.53503
118652500,-38.623131,121.28889,-61.07436,-129.7774,-62.432323,118.75679,-63.649399,88.060257,-64.510948,-104.69461,-32.768124,58.284019,-73.908493,149.06064,-64.30426,75.798431,-69.056335,70.394363,-68.268333,44.499763,-36.605572,57.954899,-57.919437,-42.596199,-70.774811,55.234077,-72.500832,50.970055,-59.569481,-35.883701,-33.501987,100.65603
118963750,-36.34589,123.93314,-60.921619,-137.59148,-67.885719,172.3073,-63.184341,84.066734,-62.75898,-121.50336,-34.608315,42.024757,-63.055851,48.142178,-69.029099,-172.65132,-83.793068,-169.019,-73.311104,-2.8670087,-36.535042,57.958515,-59.225861,-37.955299,-62.404518,74.241974,-65.606331,102.23475,-59.87204,-39.137413,-34.012276,92.565163
119275000,-35.181656,119.43285,-59.408325,-123.23502,-81.997223,-71.883774,-63.795891,31.934692,-60.483696,-141.46465,-38.268284,40.105766,-66.35537,43.34819,-72.039032,32.134727,-77.162788,84.694984,-64.393036,86.582428,-37.34211,60.745674,-59.234261,-64.0541,-64.748657,134.97725,-71.171486,21.391384,-57.33065,-52.310738,-34.145405,88.022148
119586250,-34.110798,109.0592,-66.179993,-123.89043,-72.292427,-5.2803445,-64.737106,26.68178,-58.843475,-133.75632,-41.289291,58.214134,-70.995819,113.47202,-65.707275,135.24655,-71.107025,81.785828,-67.658272,-9.6015224,-36.86393,63.789295,-59.37886,-86.139359,-65.049431,32.212402,-76.504898,-75.729126,-56.398155,-92.095856,-34.002975,85.003418
119897500,-33.878109,98.153175,-59.139309,-155.73282,-66.78421,-28.574753,-69.045815,-52.888786,-63.396774,-121.16019,-40.598015,76.760658,-71.316467,155.99426,-71.351036,-4.5127754,-73.155495,138.44673,-75.32534,0.19733541,-36.044662,63.706314,-57.799335,-142.57137,-73.499344,-16.834953,-60.015018,69.114059,-57.335865,-137.38863,-33.379688,77.366867
120208750,-34.676865,88.725128,-61.246281,172.59892,-69.892281,96.770737,-75.086685,83.063599,-67.193054,-159.67696,-39.264969,86.328697,-65.254959,-159.54897,-63.153507,90.839149,-67.013397,129.44067,-66.165817,139.4679,-36.298695,60.975403,-55.170864,-121.75478,-68.520309,41.894207,-67.713646,75.066078,-58.807529,-141.6225,-33.115505,67.722054
120520000,-35.850872,82.144722,-63.705875,-170.28462,-64.157242,109.60925,-79.557129,-153.12186,-60.5158,-170.17137,-37.72794,89.129128,-58.645241,-175.93021,-64.881233,86.752792,-72.414001,74.362946,-64.280594,158.46701,-35.968731,65.648926,-60.776516,-151.74582,-79.036575,-122.36549,-79.99044,85.281731,-57.16114,-150.1264,-33.464943,54.634251
120831250,-36.759014,76.989632,-66.746208,-146.83578,-68.626495,56.591354,-77.419876,-4.0157766,-77.565353,-104.66706,-36.150829,91.983093,-63.870193,-177.48013,-74.585266,44.338551,-70.756859,55.643673,-62.944714,140.36746,-35.498665,63.891502,-61.054165,178.01953,-68.208176,67.800522,-71.292984,-4.3762827,-59.180084,159.75368,-34.909161,40.494762
121142500,-39.098934,72.251709,-83.476616,81.486031,-67.585205,111.28416,-64.595619,104.22074,-60.714996,153.55524,-34.428642,93.013817,-61.824253,152.27888,-81.871109,-113.99802,-81.418037,165.80054,-65.196167,154.91582,-35.181877,57.362759,-57.487259,154.3401,-70.667305,127.65945,-66.681648,-43.703617,-62.358597,134.33089,-37.554985,27.910315
121453750,-40.975174,86.40995,-92.821877,179.26756,-69.652733,90.429634,-67.70517,34.85733,-76.011772,38.459793,-32.747036,83.371033,-61.884827,135.85027,-69.044266,108.72841,-59.215221,122.2305,-59.626194,127.74787,-35.992626,50.526901,-61.133633,125.2017,-64.452621,67.432716,-88.834549,116.26345,-57.644855,115.78452,-40.66581,23.324718
121765000,-40.688744,99.137329,-68.159126,-158.44923,-62.481754,125.54709,-73.840569,58.290707,-73.97477,162.26543,-31.816149,70.013924,-59.28392,156.20828,-65.593925,111.37425,-61.570621,107.6022,-57.184261,149.17805,-37.111099,47.827908,-59.149399,102.00636,-66.223511,128.2558,-68.741562,27.161135,-59.275925,102.80486,-43.757362,25.302097
122076250,-40.362141,110.05454,-93.235214,4.8073821,-65.256172,59.512943,-66.806953,49.871662,-74.509254,-86.653625,-31.909203,55.674023,-58.378845,144.02187,-76.26416,93.050934,-63.585926,106.72399,-57.989651,138.25165,-38.911572,53.389812,-59.379257,70.439079,-70.852524,109.83648,-65.466438,132.79158,-57.821903,65.604179,-48.677441,10.74719
122387500,-39.507713,117.43058,-73.241081,62.018814,-61.146839,78.934639,-68.565773,42.611416,-65.9981,-53.923584,-32.554726,41.033066,-56.233692,130.26547,-67.989799,-172.95085,-62.361191,93.975311,-56.353306,135.35805,-39.42664,65.418579,-59.751148,71.597015,-74.514885,106.23823,-77.534378,105.50842,-59.081608,30.211386,-64.726845,-142.99191
122698750,-37.625301,120.0081,-64.911606,-56.933239,-64.079529,52.519024,-63.055134,61.749588,-72.026917,-35.675484,-33.493473,23.212141,-51.71299,118.57404,-77.275818,-170.33281,-60.864845,51.534481,-53.557247,116.96803,-38.059212,78.448174,-58.432076,-3.4656868,-64.169891,29.408209,-81.553238,-65.836479,-58.983944,8.6363411,-44.824425,151.55035
123010000,-36.238167,111.67986,-65.016518,-40.095825,-60.07859,43.271545,-61.578888,48.514454,-61.780487,-49.761124,-34.888062,5.3360281,-52.923992,88.857666,-68.522392,75.949326,-66.613724,44.789368,-52.238487,87.045639,-36.706337,73.862411,-58.906452,-13.371484,-68.06842,89.234215,-62.855297,104.52744,-64.322243,-21.984379,-41.352787,126.90365
123321250,-35.940525,105.37313,-63.130417,-86.677406,-61.895344,-32.783672,-63.051163,48.579525,-63.20631,-70.724113,-36.884548,-16.904293,-52.839828,67.314903,-66.396309,144.45055,-60.754246,21.050009,-52.446812,68.087883,-36.075367,72.434654,-61.69635,-61.921425,-62.75312,43.424126,-64.346634,124.09377,-67.391937,-53.276283,-40.887001,113.89974
123632500,-36.087189,97.476852,-61.276501,-68.338974,-68.132698,-20.689711,-61.532372,6.7045426,-62.934944,-47.509892,-38.346188,-44.772213,-55.062634,70.330734,-61.566689,86.820976,-64.869781,18.976374,-55.307606,73.681419,-35.423111,69.588058,-66.103554,32.574265,-66.072472,44.34465,-63.018261,72.052147,-75.543663,-3.8822813,-40.398823,111.52204
123943750,-37.500225,94.721512,-59.449718,-57.013645,-68.501961,-10.846285,-65.144188,18.508675,-62.755077,-100.29414,-38.649597,-87.854836,-56.255241,56.270153,-65.507317,54.908047,-66.871002,47.028755,-56.768078,72.559799,-34.431908,62.034149,-69.932411,15.868206,-84.872337,-4.1739411,-63.428596,64.510849,-66.297676,81.898033,-39.302937,106.09083
124255000,-38.20253,103.15871,-58.952637,-101.45797,-69.645271,38.21809,-64.19278,-4.0857859,-63.295273,-121.40321,-37.019466,-131.11752,-57.246651,47.828175,-66.439705,38.106976,-70.094109,8.4520502,-55.272976,48.124756,-34.609089,47.98748,-62.802883,15.686429,-71.230736,30.577763,-65.355835,71.399261,-66.926903,-8.1534109,-38.986927,90.836876
124566250,-37.382889,110.59415,-62.163643,-110.8964,-66.865982,-28.971798,-73.181824,-91.212967,-63.069126,-86.250984,-35.426094,-164.67795,-56.810928,48.153255,-66.916481,88.07534,-72.090691,35.778961,-57.73188,54.599442,-35.738571,37.57243,-62.514977,42.767578,-72.540154,-20.050303,-67.144241,86.453743,-69.180519,12.824715,-39.931873,79.063522
124877500,-36.168209,113.41671,-60.38821,-137.92453,-72.824677,34.613781,-63.379044,-46.469597,-58.081055,-109.03184,-34.492626,174.84772,-56.468567,38.919254,-66.136063,36.592419,-75.899109,-58.750603,-57.322784,46.004478,-37.357204,29.564518,-60.676113,-14.819508,-70.941803,-58.627182,-72.697487,148.4312,-64.767548,-5.6598835,-40.857788,70.006866
125188750,-35.947651,109.31184,-58.196995,-142.38428,-70.21933,-164.13179,-68.877808,-4.1510649,-59.233032,-134.04004,-33.314728,163.64665,-67.187187,61.149269,-66.797615,28.63883,-68.460571,-0.93239158,-58.664371,64.365746,-39.19735,22.345222,-63.501091,-33.860512,-80.853592,-149.561,-71.90593,0.98520207,-58.737232,19.998709,-42.954617,59.064526
125500000,-35.848068,106.31736,-62.761543,-136.24834,-66.643776,77.719833,-79.233971,132.7077,-58.54657,-152.77629,-31.928867,150.28792,-65.35479,109.72746,-67.555634,95.18367,-74.762344,119.02489,-59.305809,93.701843,-41.810589,20.459768,-64.680725,-64.386292,-67.736809,-74.875122,-65.325882,44.089535,-64.436508,2.0680161,-46.161358,46.403542
125811250,-36.348492,99.146675,-71.489899,-158.41353,-65.012421,52.335484,-68.588379,99.160278,-61.669495,-121.38261,-31.071896,137.59029,-57.024616,100.46069,-67.69471,-21.822302,-72.930405,49.954121,-54.459385,100.97991,-44.31953,24.255966,-59.061333,-36.782005,-66.438377,113.30834,-62.352844,30.190969,-61.490055,-49.837574,-48.566338,55.037304
126122500,-38.712086,96.645752,-61.437664,-116.6557,-68.644531,-64.006752,-64.539345,111.27647,-61.804424,-149.8745,-30.827171,126.37545,-53.125725,91.946938,-75.293411,-149.77972,-71.671104,2.8806233,-53.347603,91.142815,-45.705975,31.790491,-63.361145,-105.35638,-65.666611,59.579365,-69.417305,21.197611,-65.707428,-111.94184,-48.532192,28.609825
126433750,-39.970806,118.31878,-63.59523,158.31972,-64.6894,0.26570576,-62.221642,52.375294,-70.19548,129.47562,-31.086521,115.37402,-52.342175,68.674133,-74.909615,19.316408,-64.300644,-45.379295,-51.373554,68.304314,-48.690083,26.391357,-64.634308,-127.04793,-63.17421,15.367852,-71.925735,178.0481,-64.143852,-69.487129,-47.003056,-34.597588
126745000,-37.657978,131.34233,-67.832336,-116.26124,-76.241684,-41.587265,-65.624657,32.055897,-64.522728,-103.86382,-31.422571,106.67817,-51.910732,46.853951,-72.019577,65.277122,-80.658371,51.83342,-54.541592,46.975777,-55.132198,-10.189628,-66.031082,-86.794121,-81.551682,83.339729,-85.252472,137.0132,-71.190697,-111.01498,-42.643475,-91.055412
127056250,-35.51104,128.20993,-64.648933,-126.28336,-73.740509,-102.70414,-68.378929,151.49248,-65.646706,-125.46395,-32.272102,97.96611,-52.641666,29.415491,-69.655815,135.8511,-68.49514,-60.872272,-53.430248,49.451832,-52.383286,-128.96774,-68.342133,102.28579,-81.580711,-59.536678,-69.518242,-120.46548,-68.811714,-151.47444,-39.428429,-121.98399
127367500,-35.051853,123.91946,-65.933327,-152.5538,-72.014961,-87.829735,-69.896797,158.14671,-65.098602,-108.62654,-33.10553,94.247711,-54.718235,22.030521,-70.975891,-139.37766,-67.560059,-58.007568,-54.213478,23.930403,-43.753006,-171.81775,-64.222801,-158.00197,-68.422256,129.21141,-71.30761,58.571934,-64.91935,169.34215,-37.035358,-146.96486
127678750,-34.863205,120.30955,-64.470734,-76.545029,-77.839928,-139.42461,-60.42556,123.18674,-62.717175,-127.25433,-33.515972,90.237244,-55.852146,20.848181,-64.16774,118.28036,-67.120102,174.02438,-58.749733,18.009478,-39.372375,169.99036,-58.518826,-178.61629,-71.888229,52.540668,-68.060509,131.32967,-66.408585,162.26653,-35.369438,-165.59389
127990000,-34.664574,117.94183,-79.216232,-53.182194,-71.058334,175.28082,-70.724358,97.286713,-68.235107,-107.86677,-35.204807,81.99353,-59.173885,2.7915587,-71.707809,69.440628,-64.878014,-125.15836,-60.939049,-1.3185279,-37.511505,151.66109,-63.148018,117.88445,-64.850418,128.66013,-64.451744,98.587074,-59.310371,119.18653,-34.861401,172.39079
128301250,-33.898296,121.65491,-63.074844,-136.57216,-68.383301,166.65958,-58.612331,98.28569,-64.986038,-104.21699,-38.674541,78.113464,-63.84026,49.692978,-65.055771,144.43835,-67.024193,166.85127,-67.925644,103.78524,-37.133259,145.0849,-57.660847,103.27607,-61.61602,108.20742,-65.590286,91.788628,-60.80946,114.08844,-35.445961,155.38988
128612500,-32.845638,118.09608,-65.74987,-142.26955,-67.611298,142.29349,-63.103363,63.620636,-63.54792,-143.62534,-42.26992,109.4732,-63.198948,99.356445,-71.702049,95.256744,-69.930237,122.93857,-61.310307,105.41579,-36.34008,142.63629,-58.713459,93.604218,-59.589737,91.846703,-62.099506,97.034821,-56.699875,83.132668,-37.26564,143.73662
128923750,-32.333611,112.32016,-68.242043,-141.29858,-71.534973,127.61453,-61.300278,51.344269,-67.744926,-169.92546,-40.090874,141.59354,-59.162903,103.0568,-65.669456,25.213203,-73.934578,-176.8493,-57.619667,89.671196,-35.733658,135.5836,-58.44989,72.75589,-59.389919,80.371773,-60.358665,83.125946,-60.275768,76.773888,-39.840038,143.32109
129235000,-32.375175,107.1973,-71.311638,-106.57608,-77.597054,175.78873,-59.257313,42.194328,-69.127281,-151.16328,-35.783905,149.86446,-55.614182,79.205788,-60.297588,76.287323,-77.16906,70.725975,-54.866299,93.467384,-35.924393,133.90781,-59.198341,79.915619,-61.568596,52.970367,-60.630257,77.36216,-62.095699,67.572739,-41.983768,163.92686
129546250,-32.401669,106.82908,-77.208946,-106.58101,-80.597534,116.25185,-58.157799,17.868889,-76.578316,109.24956,-32.640869,142.3764,-55.663063,61.907455,-67.52224,120.49286,-68.055046,125.5358,-55.496643,65.263344,-36.184944,138.49669,-64.496834,73.976913,-58.094418,3.3194442,-67.448112,118.87814,-62.811436,42.054111,-38.319614,-172.11414
129857500,-32.039013,107.05376,-67.768951,-131.51115,-74.797913,96.702377,-60.236263,11.34807,-85.815414,93.311974,-30.699371,129.14908,-55.353622,50.632645,-68.827065,92.16114,-72.382454,154.69118,-55.980671,48.793877,-34.83474,141.83861,-62.906708,49.17519,-59.69352,15.518381,-61.893669,86.605614,-61.744019,79.845879,-35.286915,-175.9744
130168750,-31.791071,104.74283,-72.822945,-66.537567,-69.502205,107.16591,-60.620686,14.800824,-69.603928,-53.77565,-30.008465,112.92936,-55.227795,55.682091,-71.082344,57.142029,-64.397224,134.4548,-57.175285,51.535107,-33.499496,140.13377,-64.226433,84.221779,-62.749611,-35.87822,-66.988403,70.282188,-58.045837,91.403656,-33.561138,173.57448
130480000,-31.422943,102.00835,-61.792206,-48.381153,-71.48037,116.48049,-79.510757,-8.2204781,-63.928074,-80.632027,-30.394024,93.708611,-55.414131,47.154663,-65.281754,80.223946,-65.012367,143.13319,-55.39727,59.142178,-32.674637,136.42917,-63.065865,53.629681,-70.223335,20.754316,-87.304459,136.75156,-65.920273,128.69865,-33.050724,164.0117
130791250,-31.243023,97.149406,-70.68502,-41.220299,-62.380688,110.43046,-67.270866,-19.403118,-64.140167,-96.29081,-32.111309,74.97049,-55.44117,51.398567,-62.663208,94.465622,-64.398438,160.10257,-54.109364,68.881172,-31.910158,135.75943,-55.728561,90.884834,-67.896996,-32.806736,-65.233643,74.495903,-59.157036,114.94553,-32.049236,155.80127
131102500,-31.385138,94.709824,-64.677864,-60.571827,-69.961601,93.258926,-69.537369,-107.98451,-61.200127,-112.36333,-36.97102,50.816582,-53.792953,26.620289,-64.308617,114.16866,-61.245007,121.94298,-53.154942,35.264416,-31.270483,132.9505,-57.652641,74.069351,-69.214752,-3.9299462,-62.690117,90.736885,-54.796711,75.808952,-31.839903,144.44362
131413750,-31.085535,94.395561,-60.315094,-109.16917,-63.705036,139.66096,-68.464394,-85.80442,-62.664795,-108.59131,-60.180317,15.19715,-54.070419,34.566849,-65.230644,66.717209,-64.010719,86.116264,-54.462795,26.246813,-30.499557,128.10095,-54.791542,66.42131,-68.800369,-66.341286,-66.739388,79.450348,-54.753784,54.708641,-32.605179,133.42723
131725000,-30.309496,90.105118,-60.631489,-114.84298,-67.429565,105.91818,-64.421394,-90.368645,-59.827965,-111.49892,-38.542068,-171.57881,-55.183441,20.399607,-76.28141,64.014503,-66.406387,81.348213,-54.970913,26.284916,-29.689726,122.36287,-53.821304,41.002815,-65.448044,-80.415443,-62.664658,60.074677,-56.281494,48.217697,-34.166779,132.8484
132036250,-30.164335,82.877434,-62.49752,-123.89048,-74.190826,71.549316,-62.682552,-145.12996,-59.421288,-115.77649,-33.507759,168.41887,-55.241829,22.923229,-62.424751,114.9534,-63.686169,56.88028,-53.510185,9.4541168,-29.602781,116.74527,-53.786255,36.841763,-68.143646,174.14912,-61.081936,85.478874,-54.335381,45.650051,-34.323948,142.5869
132347500,-30.42741,73.794067,-62.084713,-128.2485,-69.340294,-40.195477,-88.668694,-54.232445,-64.065018,-128.18993,-31.441338,154.9536,-57.175076,1.3514239,-71.568344,4.3092771,-70.269157,37.626549,-54.525223,8.8864107,-29.675116,114.88602,-54.179276,34.798313,-64.850883,170.3857,-65.213753,48.42889,-56.108356,44.823826,-32.859055,143.08484
132658750,-31.005035,66.942551,-64.102318,-156.29549,-69.964157,-161.47755,-76.709442,-178.61533,-63.461773,-144.85663,-29.99625,141.60745,-55.726418,14.72021,-64.466805,66.498856,-76.042267,25.635916,-56.175621,4.6108646,-29.300882,113.29412,-53.551723,25.65852,-60.529167,-150.89168,-65.540611,38.160076,-53.409088,23.734415,-31.594973,136.48126
132970000,-32.187016,60.025089,-63.246254,-142.74435,-68.101799,147.39223,-66.554314,152.82675,-63.007839,-149.91042,-29.677382,127.64622,-57.464779,-9.5897303,-61.705254,95.630646,-79.605728,47.611095,-56.354218,9.3623972,-28.610115,109.29854,-54.337048,11.871002,-62.501682,-161.7236,-65.06102,81.06971,-52.999416,2.7697394,-31.036665,126.75682
133281250,-33.512039,59.883991,-61.859077,-115.91487,-74.753357,149.89476,-59.717762,152.2244,-64.912956,-127.91166,-30.869848,115.30982,-57.736008,-15.343877,-63.954952,67.068909,-66.812859,37.244934,-56.886871,-2.9723661,-28.281843,101.97649,-52.866913,5.2739401,-60.40852,144.20055,-60.083652,78.734245,-52.111816,-1.0683659,-30.868868,115.64514
133592500,-34.298996,60.220863,-63.147839,-86.873169,-77.158806,99.786224,-61.671715,126.31033,-65.87941,-136.81091,-33.121746,116.06437,-63.847225,8.6327734,-63.138924,60.02475,-67.962425,82.63031,-57.744442,-8.5878763,-28.438686,95.328255,-54.858093,-24.632563,-70.986725,113.39632,-62.993778,29.61289,-53.7328,-23.31415,-31.737637,105.79827
133903750,-34.622463,62.808079,-63.884907,-152.78758,-68.002007,79.503853,-64.717514,103.21648,-62.121758,-126.42096,-33.615704,131.96761,-55.403233,-4.3303061,-63.789677,31.141121,-73.005821,78.514954,-57.957996,-7.0558143,-28.862907,89.711586,-55.081871,-6.8651857,-67.472214,163.55542,-65.477882,71.685524,-54.891853,-0.98026919,-33.318546,101.08902
134215000,-35.232449,63.016193,-59.070587,-131.25084,-63.192585,42.023865,-64.338226,146.90825,-61.826565,-124.06735,-31.654127,138.88942,-57.013077,-7.5973921,-75.229637,9.5207653,-65.345917,74.068192,-58.546696,-22.151918,-29.58729,86.021896,-56.045887,3.432864,-62.756954,82.92495,-58.553257,77.953247,-56.08432,-11.901022,-34.812458,101.51676
134526250,-35.20348,67.026474,-67.127274,-104.74126,-71.379173,99.477287,-61.252674,92.31192,-60.558781,-134.20807,-30.296322,136.70813,-59.007511,-55.927517,-72.997284,36.678814,-63.378704,28.436171,-55.723053,-48.324665,-30.603357,86.044624,-55.969479,12.603072,-61.195766,150.94109,-69.506111,77.246384,-56.347332,1.2095886,-35.832485,109.3527
134837500,-34.863785,67.346802,-65.613792,-161.29819,-71.094872,28.343723,-57.997952,105.91646,-63.102894,-164.31506,-29.18185,132.19281,-57.839153,-64.904121,-63.777504,54.222431,-62.192783,76.612617,-58.090649,-57.635246,-30.784077,92.702248,-56.48745,11.819138,-60.031704,113.83335,-64.437744,51.908497,-58.628632,3.8850441,-35.670185,119.42889
135148750,-35.15641,63.868855,-66.504051,-121.76829,-65.987411,73.683342,-58.5009,98.426842,-67.79055,-133.90187,-28.636496,125.04585,-60.158554,-87.725052,-62.838673,50.440323,-75.210579,-30.365232,-62.819447,-58.975571,-29.969149,92.997757,-55.151657,0.44834936,-61.535416,98.824776,-67.906303,70.904587,-54.992661,3.4673808,-34.039913,121.86298
135460000,-35.757572,60.267109,-62.400162,-158.95177,-77.166138,-25.362141,-58.487392,66.784172,-61.646908,-122.07107,-28.653387,117.85657,-64.439301,-91.490723,-65.203018,86.720871,-66.724052,79.818001,-63.904984,-126.28111,-29.468409,89.827736,-53.422718,-0.98613697,-59.842789,83.669876,-59.935375,67.872787,-54.626755,-9.9957962,-32.857483,118.19449
135771250,-36.269817,57.791836,-66.43692,-123.63778,-77.01622,77.033958,-57.515167,42.779888,-65.483597,-139.86229,-29.257698,112.23649,-58.006996,-142.59818,-61.125717,48.316689,-71.959785,69.91729,-62.275021,-165.3891,-29.499098,85.932014,-52.120792,-20.291086,-57.935787,75.005508,-63.603004,54.688778,-52.121727,-27.764786,-32.115345,106.66039
136082500,-36.849205,52.602886,-63.137089,-116.66438,-67.257042,48.789661,-57.261181,60.97213,-63.94936,-127.69572,-30.054813,110.05565,-59.400631,-161.15446,-66.180824,49.219616,-68.984795,-63.802608,-65.092758,178.73711,-29.562178,82.520546,-51.55093,-33.406361,-63.422264,40.323578,-65.376038,67.421227,-52.982277,-39.304474,-32.457962,96.647202
136393750,-38.298187,49.543671,-59.283775,-124.44136,-72.618019,48.612556,-61.185974,6.6018114,-63.69569,-111.3774,-31.08094,113.92578,-63.168854,150.82578,-75.041412,-36.701214,-64.193832,51.191616,-64.927361,100.43752,-29.814486,80.80365,-52.826553,-58.702343,-58.888496,14.29308,-69.750671,8.9034767,-52.936069,-57.754959,-33.531853,90.455032
136705000,-40.334938,48.947758,-61.52248,-129.03391,-62.732216,-19.230421,-66.688896,15.666564,-59.410488,-118.49039,-31.386885,124.35535,-65.698174,163.93866,-63.642796,72.48098,-67.288498,66.321861,-60.628738,148.00374,-30.17128,79.982742,-55.299316,-93.856949,-62.824772,30.009014,-64.856178,74.701035,-54.293327,-85.432663,-34.756935,87.992523
137016250,-44.048576,48.336372,-60.146126,-139.62386,-72.479126,-24.770809,-59.046986,12.473629,-60.316189,-140.27441,-29.658421,132.59383,-70.110481,107.88971,-66.253014,24.203295,-67.202942,-31.287054,-57.801823,145.08492,-30.336727,79.827271,-56.550648,-88.962326,-63.278587,45.078636,-68.208183,38.129124,-57.586601,-98.923012,-35.661888,91.364578
137327500,-46.495934,76.704842,-58.52137,-148.88098,-64.820084,-9.5572252,-62.5746,-7.4788575,-64.534729,-151.41388,-27.84169,128.48135,-59.939564,166.57327,-67.117592,77.658401,-71.515129,-64.870636,-60.664761,138.50491,-30.811438,80.083633,-58.709026,-120.0915,-64.640343,16.913614,-62.384727,37.849045,-63.109669,-124.64598,-34.904602,97.605125
137638750,-43.686031,114.44981,-59.338604,-154.08958,-68.334229,-118.58315,-76.083191,96.970085,-61.96463,-166.86432,-27.019482,121.5767,-56.240494,125.29362,-63.192818,44.328671,-66.730247,-101.857,-55.173923,114.10278,-30.885883,82.189789,-60.93383,-120.53153,-69.132866,-49.588856,-60.727432,30.391733,-65.712601,-139.89462,-33.674446,93.07122
137950000,-40.596684,120.65383,-62.440464,-153.90601,-62.903946,157.06551,-66.021759,-7.5300231,-60.708809,-162.08743,-26.901867,114.12756,-57.352356,101.16554,-62.557438,31.441095,-68.423874,170.55203,-55.08926,102.87252,-30.56362,84.373741,-60.921474,-170.71596,-64.877411,73.956474,-62.923069,56.290016,-62.392273,-149.75404,-33.045517,81.966293
138261250,-38.514725,114.49745,-60.809052,146.1282,-65.516937,-102.85198,-66.203964,72.331261,-62.689548,154.82935,-27.179655,110.68241,-53.501209,82.988106,-71.893127,67.017372,-61.538155,143.3902,-54.249626,76.36467,-29.859123,84.304741,-61.914989,143.25453,-64.153572,136.55232,-67.259048,62.590263,-64.840675,124.09656,-33.228268,68.726257
